Gene symbol	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell
ANK3	20.0376416397156	20.5722205254295	43.8898879181379	23.2815178376501	20.9451779871166	33.5107380727045	21.7143106979509	32.7253348731849	17.484594799033	43.2804696763305	21.143513970069	19.3737493947202	17.3831403330327	16.6237016303866	36.2942363218331	28.8812209436689	16.5101345277699	26.1860571351375	18.2825309086472	71.2294607034579
ANXA3	16.3708950314666	10.7583484052868	13.8531591293004	20.1180926072081	11.5602262137558	12.2531157370201	20.358848792798305	44.4209803838826	16.0593855484397	10.9351192136431	43.3153269451749	23.2597217535791	11.542701891972	8.37552594689509	14.0431161041122	24.7795728395039	11.0066870396706	221.181654507038	14.9484829537629	21.9470387028871
AOC2	18.7284443191299	24.8945890301361	21.7657317246946	22.6079711054612	22.7853676906678	16.9685179610533	23.6140874105597	24.2183084473325	22.5532548715287	21.007010806697295	10.8879355597313	21.0985690511781	20.5214348227295	18.4008516834107	18.5478936382907	18.2120567001931	24.4228891967247	64.0478550445628	23.5162509101425	23.3995601109965
APOBEC3A	201.28171189254	214.163792507722	37.097899637527	35.0973243494028	48.4399734606081	22.5956282872365	16.0804196703469	112.711082653033	121.953650858661	25.0040923295033	30.1265756624721	65.7084871933126	263.131611344473	37.612707687228	13.564359492108	30.4156296232813	15.7391624765779	462.737998493527	16.3598717178555	19.9319059685515
APOBEC3G	73.8576591347211	128.709939057041	77.5858092618632	123.786255213698	162.794550778804	148.213873964314	49.6623471732735	60.1088861483715	31.5424736819652	115.971051311891	90.6101768551266	49.1977424917344	114.312067340923	47.0785074904191	112.678396389631	97.1911923119742	143.000214807584	72.0545764395935	60.3738229847429	108.050586155142
APOE	15.884145054967	13.189758980776	21.4262391253891	19.7947433191147	32.4290260065659	18.795804900265505	28.7126826319597	11.3162328898018	20.7997448090615	13.5942092858798	46.3646337347432	538.858299429964	770.980635695412	468.985784074309	21.0866023597235	30.9708746215975	20.2209404507726	19.7299002355901	21.6279567075526	41.5550913116229
ARID4A	57.5640568202046	74.4110781663297	73.9356384404019	70.0116490690128	357.439316028165	91.2636069591103	43.1172109714115	94.8552985253802	202.355823564145	74.5350516403506	87.1612614350682	38.9000758300248	62.1148064487425	77.4476086480198	70.0776857239017	88.4770070317299	88.7817944397947	131.749876580691	33.6914228429657	32.5544470583744
ARNT2	13.1948167940279	12.867907154721	13.8845671883542	14.6277663011401	12.6348984383153	12.270679358991	18.5625243207883	14.9814384832725	8.27874168395861	7.74132436193275	15.9933589216034	21.7571497741708	16.3741988773609	9.57531670885049	10.1022263395252	19.9347604089685	9.17349237322349	15.6189899791488	19.144794792077	146.934312039227
ASGR1	140.600295237341	272.630042306473	36.8322243045852	17.0398195402918	25.3878898412685	25.5063073770454	25.4143339250646	21.6267489299392	12.4886109956597	8.1580537359324	28.0632038282779	53.4018710100527	81.9022716222437	96.5472017310972	13.5795345163063	58.3803396259682	15.0456878123882	26.2243489525478	14.237589423094	21.38772575141
ASGR2	142.259310443978	51.1043411793643	31.0865179780342	19.560407178954	25.793228931924	21.3362283981531	25.9751979740369	16.7240403270192	12.8935775104857	12.3896885916155	31.6295678680155	16.9995270887981	30.6919868982932	66.2225381802658	14.1856408274306	60.0455432620957	15.2292471111207	26.8269199183192	18.6514235355681	13.9061463982086
ASRGL1	74.411848009436	68.9280548628699	25.0296368995682	24.3826920251833	30.2675931927315	25.868801296863	68.6749522886814	98.7185097208866	114.87375456708	28.7063762425892	105.598079720835	145.314363236443	31.9706867852319	45.7223724345348	29.1163767418203	27.1648267230109	26.0440549743886	55.1598436254385	67.1224235063046	25.8407425709211
ATP2A1	14.1596426859897	11.773831692818	17.0367119885159	19.7696355703091	12.2784130985923	17.7400064090714	19.514866653403505	12.2372998066424	11.3819401730775	15.6025204714593	10.2677197690816	17.1882481701261	14.1531521795265	13.1666046075225	20.0586516006881	15.5011498246991	17.039793000052	18.4361552652818	21.676975284242	65.4270329125439
ATP2B1	88.35646158865381	109.453155775018	68.6292033339044	52.512033284094	302.793434267448	76.4956534834513	50.9073701388811	63.1149198072415	97.1408065934601	81.7513974407831	81.9590318540852	25.3261538512177	40.3215196183399	63.0840467838038	123.289259411132	101.994221165237	71.1405934831909	194.134189186781	29.3191277697119	23.9818856682753
BEX1	22.882345694229105	20.7222563491741	30.1488890685914	25.4256040321515	17.0544125367162	28.7719673721185	79.5513892938402	45.8415714104352	31.5542774894866	25.7763162794324	426.883747611926	24.3783344322688	18.210612215208705	16.8600578369355	20.0398244761721	22.412296331917	24.4076660033906	57.4798417851784	31.4976800219961	18.350545893809105
BMX	16.511540505004	16.4428095822337	13.5906408975017	16.4427495654397	10.7060699017714	12.1918026296218	14.9698394380042	31.589066819394105	17.9717161194315	9.55078028662577	15.9462480937311	21.5957495636112	14.9787271514362	13.8111686330774	12.9685283628468	16.6403892074468	17.9383889638202	76.416615243161	19.7555653886008	28.4304771627939
C1QA	37.0253170202504	191.812813361758	20.0153647872263	16.797356749545	20.8158278543712	15.0833538412268	28.9446709772054	26.4183025798298	13.9438325188429	13.0954485445828	66.1368717811432	217.748075463247	183.454526674005	174.396666596735	14.7688331094937	49.5382556619031	15.2137183015619	18.4919220219822	39.7621634675687	42.5093284837923
C1QB	32.6713727830822	132.231801335614	22.5348238896307	18.783939115229	19.9794449541946	14.0915546766023	23.7005964514227	9.38930671138322	20.5615661300604	18.3139055279599	68.5146114286744	205.124781289025	760.979894677351	415.591756918079	14.1424851228611	50.6050688773022	16.1739060213102	22.0531109139261	34.8154905695111	22.4774216354277
CA4	20.2725302539145	24.5694229419761	21.2570889784795	20.406474016833705	23.1545851094711	21.4646221067466	12.6561142091489	33.0261369024885	30.3535479246731	16.8218741436305	14.8443282635637	35.9077146410655	23.7859348001168	24.440037656836495	19.0197086851008	21.9880901730102	15.6464960372822	155.653683385612	15.133386618816	33.5791610439695
CACNA2D3	93.2218140524505	40.9640324648053	22.518841203309	19.8411069148849	20.0919569117768	13.164362906234	11.7100150827849	8.64955115068583	15.2457013152162	15.9167565074931	20.8047029928305	27.8238199203554	14.996063352355	16.4571695922403	10.8360073991788	46.407508134593	11.4237143770219	15.5328194679773	8.62016017117439	20.495342006915
CALB2	21.3092888683615	18.1288754326929	18.5912926802443	26.8109088685066	18.005528585131	19.8749021728734	501.989055751022	20.0738120834126	10.4743178270656	26.8327226126273	16.1464061012683	15.2713071923086	19.9184850503084	17.7729197044357	15.9647237268544	28.1509126715926	15.7216971600085	35.2625574943354	30.5581638622052	22.5273277377884
CALML4	69.7698841673545	98.7959534555423	41.2175507378081	32.3054280503195	31.6350828754466	27.8048431223772	20.5621758892061	42.861154539122	13.282003459824	25.320312575425895	27.9430859794636	34.4194791893226	52.9531722371862	61.1260322445304	25.9960120235935	41.9161176142817	20.0034675148058	35.7853750214363	41.0223297045728	25.3456694065697
CAMK4	13.618713752147	14.2366861275342	96.2728960916175	22.49724396983	20.3219032078998	102.391637460019	12.4049827944578	12.8965225942511	14.6329586329653	57.9916195881314	8.44720323540499	20.0555439612776	10.568397062232	9.46118191826215	22.831132037200305	14.928067735455	20.4245468740274	27.8958370211138	18.2344760955962	11.7260743576267
CASP1	447.354739252801	368.522871621868	95.6656881954091	130.713995957183	197.498285798597	137.932267557929	38.8121451180745	153.044664274114	155.709702089294	180.31953187948	115.818952120239	31.9677375659833	227.559694462929	128.46290175647	120.613341287123	197.824782730614	105.068919835021	261.430316154872	76.8836923448872	14.6664472321299
CCR2	164.884484495718	30.2652706938674	37.0974774247347	26.658494440561	14.5073825124899	33.3233808376217	18.7248545748747	55.9501774297003	39.9429420901544	62.5404188873338	23.7861937704094	20.9358926921949	19.0112652750205	26.252998524877	51.9703203025463	33.2338287141893	19.0047415862093	37.5923475213016	151.157249364577	26.657725591674
CCR3	19.6875962142088	14.3091728013173	20.6459952652815	19.7297258390906	12.7433611519079	18.5486246092623	18.5892707740388	208.762173550251	764.795396959607	19.6076792116671	13.9165240297262	30.1688613842595	13.9441342650551	15.4108147034778	13.7897297271137	14.4845360039601	14.0982102443328	191.305126069344	16.0196482620265	25.8213817063018
CD14	1218.86084164543	463.363238303697	79.3280472386643	52.592796232216	25.5034077953512	23.9848795548166	34.1052755957059	34.1645484335971	12.6742925655502	8.76848923554572	64.7631151333386	358.840458600428	1312.16032837011	544.111938098098	12.3386501205255	125.585998554351	13.0347030281886	507.33704014442907	23.8173412414384	23.955597165428
CD160	17.3645450252848	18.2820455730376	26.3625089965585	228.633348290516	339.548077097929	107.509199711777	11.7655896898718	15.0281271293619	23.2649384506962	81.4093890130002	12.289398227547	15.0612783534436	15.1992021758465	17.1912422750794	28.0928694098519	13.8769941390627	40.338633072236	31.8609967089223	21.7760220763293	20.5950337310508
CD163	163.393543198035	51.9671343341578	29.829033415706	29.0671936063543	12.7378238698781	15.5921671274365	21.5854511857086	17.0605984356369	17.7078294421966	9.69940027571203	52.1249033455938	288.057151040223	323.425414482928	326.252005285538	14.8801482096665	62.3903432340777	16.198088953083	32.6102375315104	21.0171677731193	18.9786207263932
CD19	26.013998324885	20.2783663339134	29.5645617062008	21.8560759322339	22.8622011631462	22.809057660693295	37.4761383600594	13.2503612488792	19.9262877227087	13.8233996150182	32.2807288477087	48.4466364648205	30.0320934290937	30.3719266386368	351.205087166985	17.8634935082764	609.433648163685	32.72808578661	46.4598004717946	17.4568649396346
CD1D	259.027439595069	195.653728286117	44.9663550926025	23.1776581080946	58.4551424420987	17.7007780928967	9.20569332098955	16.1154226023426	15.4903546166022	8.32802298731914	19.2983437920647	20.115790005096	34.0515410773913	24.1847558484675	65.3958976746055	43.3932858089511	79.0191733310907	45.762269584588	66.4471237109075	18.1969412302335
CD1E	24.6331860090696	25.2736426122928	19.325843275216	17.7889801428427	16.8941291778376	14.5595908863009	24.645181637651895	24.4736894138409	13.0740447260791	12.0015528653933	14.4589695925313	20.7767061347034	22.479123629832895	79.39968852325468	12.2673780306931	92.7171712056418	15.3355991439645	20.6376571009926	12.601200012625	32.3675177657104
CD207	17.8245716561196	20.7810877843044	17.7918155289265	14.2915144874034	12.5338520218846	15.8286659160681	18.3290167613886	17.3093580513963	9.85225687612771	14.9681329322749	12.2065321099512	24.592238166062305	11.7358545892579	15.3692749905239	16.0296586182444	68.2635430065519	15.5333369641714	29.9601498331972	20.172416969931895	22.422460033443105
CD209	26.1570342644555	24.7151031208643	21.5114637803647	25.0664738868074	20.199721669876	19.5157973770465	26.9945731739044	11.913660704029	19.6246986292079	17.9972963230318	17.3624301684422	139.454031997804	180.567087194466	642.842596516726	20.1432539061615	29.1566561813626	21.562549561515	32.4160258024119	29.7274209093424	23.4668672353556
CD38	39.0692542592899	52.9513566377599	51.9299727378618	125.889776354645	115.319747809283	48.6053407781723	32.6691879142703	26.891027440849	29.3004138406951	84.6312330406039	137.123346083234	31.755907271229095	341.62903694304	31.6031121024168	39.3803412228903	57.6072479035815	46.493127220678	34.5848916361901	950.493080600247	83.3318239447331
CD3D	33.2706942001673	23.300281587418105	494.470369260699	61.5937379179204	56.3320779730287	989.4824596153092	13.4035363940376	15.8342591427159	27.1799675033284	1734.68263313955	26.4510860442891	9.84916483274996	19.4498392515393	16.6520119802901	18.9197556319628	22.4070177788585	18.3239828959518	53.17227135621	31.4904872300521	36.932771813522
CD3E	28.9530604879468	23.4278991764871	297.212061372315	91.5205995178125	54.4506674716841	313.251616348342	24.779855757544	16.1872153295886	20.5155436141997	306.614084431692	23.1511020687657	31.3083007025872	18.6637645522692	19.6041012915548	25.7806444939768	14.7189034961979	29.7332369447615	36.6654808463017	63.8093081192215	28.3558804041193
CD3G	20.0364502853179	17.3635407269875	292.029350304299	47.0951754217023	52.7273128516305	510.882732013037	12.9949823112028	17.1537620770614	12.5597736040802	243.070136500811	15.1057503870332	20.4437969905913	12.8007985409999	14.3684959116787	17.210582756967	17.7097182409632	15.6071254051192	28.217075096438695	20.5174361294229	21.8578058435085
CD4	74.7161301250631	90.3824231702643	120.565742714247	31.7691964597276	22.4985705738704	21.5735083437339	15.1993979848407	13.1778849616376	23.739181675778905	11.8133933824587	27.5550257080255	116.569397373076	105.571923985728	152.733515937089	15.6277032444999	36.8461117996533	19.1921246594747	30.5916291823321	18.9809474081402	35.2053851424605
CD40LG	21.316151836849695	23.7349530706727	111.290291658087	32.183523961248	9.46062922953786	27.3364648313194	22.8354223506292	11.0904852492375	14.2631514759576	47.0825552721438	30.5447531472432	16.3409778961432	13.3792327664361	13.9211605799654	14.0120187311537	14.1912796394166	15.7946080176337	22.2364026983782	22.2340235702307	45.88570131041
CD79A	39.9746253984387	31.6615345142041	50.4189401940831	34.1413583545641	27.903743970508305	44.283483152532	21.8708341280518	26.1380678591356	32.7671065768766	27.1253666167399	51.3020576786422	53.367588992427	34.0867916673584	35.9904140893336	517.515240125485	24.7806297540744	895.1168897883671	47.6043666492363	215.042320213775	22.4951216713504
CD8A	31.298800955721905	17.3055976420574	36.4673419941711	229.30365149315	120.38484748873	1501.61550170317	30.6000724268317	18.2680756481874	24.9116099056165	75.7409079620007	24.0047141238439	23.9269581620514	18.086649101027305	18.9818746600684	21.0770996433764	28.0473850409348	23.0011177910302	67.5952842055171	30.5665126872655	21.2407923525685
CDC14B	24.9812427040885	15.0396123537575	38.4727464077848	39.460062368295	26.2855839464127	32.8021800028636	16.740229555513	65.0547597942475	39.1872373924703	24.3704054839794	24.389931879625905	52.0232643529021	19.0403190633107	14.9042073341573	26.708923904481505	23.9490237906638	19.2443053402881	30.7747876878514	24.2753281077952	20.8791018671688
CDC42EP4	56.9558814451215	176.24845418953	32.89870236218	28.9205465791958	36.2027168495858	24.3429163633556	30.3428272940796	192.870776709932	28.9653479171698	18.4021260784352	37.7268040625717	68.1793952054072	118.310048427662	86.2835768764839	18.1443525775661	81.3676649254922	14.6339453181002	50.4049585058472	27.5686433171865	73.2664138214516
CDK2AP2	79.1788908695538	127.564782136149	90.96733487188588	96.7170578257654	91.0670448064802	92.5762568524959	55.1288625271206	102.082621845818	68.1989493239941	138.955764347836	60.6399593051286	86.2017432536678	50.3372767358528	53.6022803425565	82.8437405388011	116.857392526399	79.9657855120903	66.7507474736447	200.238612556425	111.192351038591
CDKN1C	50.6999314555243	252.42987891632	35.669460504924	23.8845435597806	69.5985769618238	23.3895028960532	25.0265654272716	42.4448523863966	17.0154430148594	11.8343727773639	38.3715756913304	18.6595203205704	23.5383195420137	22.0669257289655	15.0124028503612	24.4186231390367	11.9441531767917	41.9088857866682	17.8964503435383	12.2279165129131
CDR2L	18.4974585576412	18.0866310555565	17.2326969867777	21.7535698068282	14.4900311504576	22.6916560407033	19.7488521701124	15.3737680360748	9.91105888425011	11.5394475735255	17.6201799264435	25.4365279557081	23.8442029928832	76.2879230449172	18.1070108117843	29.947689114755505	21.1012852791083	17.1715005880153	13.3404900039658	27.8437879012618
CEACAM1	24.4162226225137	40.6133830509904	38.1279950039795	29.7270458276469	19.3163963209563	28.096711782398	46.654282779453	211.680676682507	74.6071347977043	35.2608755184836	22.9541800739103	43.507775359345	32.4984475263683	24.8175513721742	30.4488715571165	16.5548901739355	28.8653765872758	123.617665198096	40.7097527826021	39.0986378685039
CEACAM3	34.8331969272199	71.0649839468158	22.7043003039476	20.3027874681603	41.0940029267896	23.498019542879305	23.9152220028778	23.097641066063	18.8391859494809	27.076358381715	21.916506692499	23.9528567768603	23.5474523071525	22.9946216207764	25.4224617855367	21.4855078667762	31.90201056915	152.199186894895	41.5757037825293	25.4041832214351
CECR1	539.879412529083	430.326689427052	158.827269836632	137.214999975534	250.315337573225	164.653097451896	24.6668258758276	61.1574723741365	124.934468546936	201.113278908274	197.315774245072	138.016724695987	145.088362746418	179.202596196909	198.744684010578	177.431546742142	249.729766386593	58.3119009951234	847.942812542067	143.859474238411
CES1	144.504165391387	41.952285347742	30.7628953833736	22.7879471526889	62.2735643017191	24.9916855510382	25.386597767719895	14.6385541985216	29.5637934542788	17.7626025176398	19.8014617686312	55.0707801505552	83.8481603894646	43.6479471171586	14.9562472648535	58.4603494807262	13.4524869273156	28.6855937425528	16.1959645633032	34.8128192353731
CETN1	21.4093403836286	24.7302536531484	19.1013659569909	23.711783702091495	8.9123753545776	18.7008059126747	24.7480603057979	17.8586371297012	17.0833926903375	21.3963502678393	16.2062945200003	24.6370903493782	13.7459945040902	15.4294922371599	19.446515065965105	16.6249424485181	24.8956921781089	32.8343942512859	43.2165233609784	30.677118238525
CFB	28.7260925443259	28.7806314744119	17.2293338898322	17.6712455982988	17.6663226810097	15.2688900110906	12.2789803194647	18.7362643232157	14.3344402284832	10.9848561487188	20.0201829211287	40.0380515364828	468.53966261378	64.5094872784685	15.876751836184	38.2657364435887	12.1424362729999	18.7489688658594	20.8573038548285	20.2614923802183
CHMP7	84.9301858060607	83.5042134548227	148.409557477254	54.1481725194299	62.9564066277701	123.659061159629	52.5579282389357	60.7898701198081	73.1873833644247	117.518061730725	161.375558192263	99.14819488915849	45.4144534356328	42.6746486133038	197.108989672765	60.2611417148403	268.493599977344	69.6298107116354	60.8351800608322	44.6012772235119
CHST7	86.8226099246013	294.562138924583	60.4907875264671	33.7500163430667	81.5820685090926	43.819967729648	20.6042778911932	36.1363772816538	12.7228702525306	49.2840176066548	22.1817625050501	146.826192535573	129.464542034671	145.295908478486	16.8804582001734	178.940054639612	12.1931956447295	186.548195501998	21.1365438456182	101.531283637124
CIB2	22.8382669541059	23.8657278508082	24.671963078412105	20.8215304797547	11.2093524033462	26.0205308837322	23.3615130962776	23.142928309383	16.988870215183	19.8939987494607	30.0670709591146	21.1657261941339	24.8813413830255	20.9054785490547	24.702975906883495	22.7500386596095	21.0485949820416	22.5885113567719	31.6207410993482	135.85419565337
CIITA	36.1596650065673	63.7976802804032	25.2552938479515	23.32537161057	26.2698978790097	24.7455518889212	24.442387278475305	23.4745199502777	29.7369730926807	25.4726796158071	38.8666481324805	67.7929088035582	44.1762296203274	57.1880771080548	95.6590238308155	150.002301309827	121.550231378801	27.6347057852781	18.8695744991173	67.8443476492627
CLCC1	35.9346468577562	35.0590925284341	40.781888267005	40.6036486299708	57.9271600563238	32.727539788917	39.16965423958	37.8668148241175	36.7242765941139	40.4469920706989	51.9667454216532	54.6014621732153	35.0555664419206	32.9325952810973	42.2477679874405	51.8590698424201	27.7891818041689	26.1390338514328	41.9271443695726	39.6874414962356
CLCF1	48.0551166646624	121.399286722555	36.9326573163363	43.7409855781386	68.0768780332109	43.3156826843194	41.3465113886472	40.8018327844733	58.825419308883	42.4951360643716	42.7490615538353	44.6829441887515	74.8966635651935	46.9683532173558	42.8098693697477	59.572084269485	61.4017362558966	57.6686754967599	47.7412794590011	24.7144781864006
CLEC4E	98.5540197224213	49.1399918986431	21.1189424711926	24.7398109057621	11.1372371614424	17.2742031543785	18.3684310581376	27.8973877054819	38.2336453964076	19.4521144095216	19.516221661108695	56.040774917038	58.5376792624733	20.1676787746346	18.585581755195495	31.4565831833869	20.7041454078703	280.008459814842	23.3670164268807	23.4916740778694
CLEC5A	97.5219205579824	23.2597540682153	19.926579327389	15.1610874265754	10.2246715515349	12.7425742964258	17.1999704635503	18.9016631511041	13.6396495092703	9.61815469923573	13.296452680228	191.764995336271	109.754963374184	39.8163763580487	11.8648033135604	61.6336692677266	12.9829274787422	56.2267593227934	16.6904651786106	27.5138998446919
CLIC2	32.7534066862685	43.3248662085746	16.4041478591918	17.9287636058488	14.5343307803049	10.7298745140475	10.778887834337	22.1614962571621	10.9369699225328	18.0556314260796	62.8222342190916	63.6522410765669	73.0832408745553	124.11972154297	8.6115761728735	202.963946772902	7.4683872474269695	26.3459458968907	49.9555657361398	43.3982531513528
CNNM1	18.8015305684364	17.6103023074832	21.8796479042538	24.5332145832695	20.5188452787837	22.1354843928883	15.234105258775	22.2218589183945	29.19904826752	19.5413612258139	15.5882902961814	17.4534987707911	28.0615403504244	29.6052579641888	17.6656149948134	16.4153465958552	19.6178939804605	30.3938425906587	22.6215401786908	107.846607840152
CNOT1	140.850067046465	83.8348787246108	139.182096518399	81.2723708828437	228.662151116019	127.627760224487	138.549007149746	122.76051962712	131.01041288594	176.346806115769	109.88446208165	108.738446182591	82.1602369650884	94.4983749001092	230.835271865909	100.363970704168	260.317019714689	102.930792812178	220.037520565233	69.8515071302013
COL4A3	12.4399568071879	11.2566722679019	16.13812634705	17.4947004792898	19.1242013687266	13.9781456926769	10.7590702936321	12.1732527664341	10.7035520041894	11.4698200042136	10.0424427557432	18.2268061903188	11.5379759176792	11.4081846730597	38.9889179119554	13.2841521179987	19.295802114682495	17.2885908380284	16.396468672233	24.6565427766907
CP	13.2037511002334	11.0451958512962	13.8372927084103	21.3407042338851	14.0819932058331	11.3697041527961	8.559270729229	10.4028887845343	21.498221407301905	13.4851229680928	14.2422473313436	18.5048287785521	26.8312559611933	13.1881981138026	20.7094196889308	13.8299915267714	17.0036415213559	18.115687704050295	21.681066198184105	90.8401551774076
CRISPLD2	180.238404780178	53.0308518362053	32.293199629489	27.3218850134938	20.6001477927594	17.6109859295236	28.4524963573841	194.885994536561	33.9774714275799	14.7836933223603	23.0123285117234	49.7327025194403	78.6756721497307	22.91682658396	23.7617764756729	22.4275799980701	19.1954500513061	138.209887066973	31.7731199821169	13.1035911188427
CRLF2	27.2574483344445	19.6781938264167	18.0793193740065	19.1553916905235	11.4033912120821	17.861079861064	29.521860774931	57.2414052384616	24.165015893937895	14.4115533504294	20.3466434761501	37.1446800932012	17.5494644800486	15.3619471052766	13.668866620468	97.086276737364	16.0326747742116	28.6098473586577	28.330983848585	30.251279842298
CSTA	574.746529753226	401.801343469906	29.4846939908104	36.7828912449821	61.1149841581666	24.4964762487848	33.4080653637514	18.124439230662105	85.1898313676264	16.8597856387694	205.593326652568	34.6517443674576	97.222435643793	85.573577452631	15.359536378162	165.527304995295	17.2595791282166	293.751053543538	28.277841769509905	15.4424117934886
CTLA4	19.2157061306482	20.2542207945158	129.835803281161	21.2099879842466	16.7610733595469	41.0568599920627	15.860040008923	13.4669452960666	13.344133990649	39.695362461189	15.8449047260037	24.188868162825	18.0044865168208	18.6414846836656	18.330736537636	28.737584105591495	16.3912543357135	21.0891555224832	20.350283378540105	16.477798342879
CXCL10	87.9219030928534	115.471836938793	31.6682335174666	48.7544635935584	10.5600328831956	23.550962423789105	27.6098693445228	28.171039597396305	21.5372996248749	35.8663021557685	38.6337068863371	28.3336035010568	950.985509739687	24.6536570159583	19.4138129613264	88.4380002576946	20.9069904676239	43.3584076134101	32.7052065909034	94.7495256585856
CXCL9	34.9398701906953	34.9841350503268	20.3122147668015	38.2719732593763	13.815832694119	20.7781941775575	12.5904365640303	8.46242678528965	20.0206756619456	23.7674807254816	27.404521262119495	19.7885046993804	557.82485469346	26.5171107300612	19.5857852832736	30.8488390977546	22.0752793160474	31.4544052448114	30.6977067758418	41.3751893245004
CYCS	85.0248982936802	69.6706725514127	102.71568975109	66.2710330810448	316.594288603222	187.02838317635	504.802701213081	65.0921530686067	66.8565910422193	243.602419785075	170.507962437765	47.783333455766	56.3536431955884	70.4242460982268	171.6617042023	90.5036642353498	174.877141247769	36.0904578780313	740.9516789161071	59.6401944465936
CYP2B6	14.465404259433	14.2729003980672	16.0220793590947	23.697391178773	15.9673324158287	16.2172120407061	14.0076381661111	13.7173936960368	31.575830363671	17.4293642449275	10.7862767226479	13.6709702070606	12.7815312376331	12.6311775614326	21.6956215900864	17.3155376818812	24.0024266168824	23.306082863642	15.4472679925752	83.529079771674
CYP4F3	22.8590647250001	16.1654625181123	17.0607812804572	16.2584310423261	14.2158739899663	12.5557706783352	16.8348584360104	22.1167167927942	30.5826411686984	21.7783173788264	10.2521616928869	30.9901007928519	14.9127308866722	10.6635582659127	12.2680099074393	15.5561128985189	13.2115151422205	436.972625915657	16.1217493632694	34.5700019184272
